27;1;4;1;1;3;3;1;2
40;2;4;1;4;2;1;1;3
47;1;4;1;3;2;2;1;2
43;2;3;1;2;2;2;2;2
32;1;4;1;1;1;1;1;1
38;1;4;1;4;1;4;1;1
23;2;4;1;1;1;2;1;1
39;2;4;1;1;1;1;1;1
39;2;4;1;3;4;5;1;5
44;1;4;1;3;3;1;2;1
47;1;5;1;4;3;1;1;2
42;1;4;1;3;1;1;1;3
38;1;4;1;5;3;1;1;1
35;2;2;1;1;1;1;1;1
32;2;4;1;3;1;1;1;3
41;2;4;1;2;5;3;4;2
37;2;4;1;2;3;5;2;2
32;2;4;1;2;5;3;1;3
43;2;3;1;2;1;1;1;3
45;1;4;1;5;1;1;1;1
34;1;4;1;4;5;5;1;1
51;1;4;1;4;2;1;1;1
21;1;4;1;1;3;3;1;1
45;1;4;1;4;1;1;1;1
27;2;5;1;3;2;5;2;3
49;1;4;1;4;1;1;1;1
46;1;4;1;5;5;4;1;4
44;2;4;1;3;1;1;1;1
32;2;4;1;2;5;3;1;1
32;1;5;1;2;1;1;1;2
42;2;4;1;2;1;1;1;2
38;2;4;11;3;2;2;1;2
47;2;4;1;5;2;1;1;1
35;2;4;11;4;2;1;1;1
35;1;4;1;2;1;1;1;1
27;1;4;1;1;1;2;1;1
32;1;4;1;1;2;2;1;2
39;1;4;1;4;1;1;1;1
37;1;4;1;1;1;1;1;1
33;1;4;1;1;1;1;1;1
30;1;4;1;3;1;3;1;1
24;1;1;1;1;3;3;1;1
33;2;4;1;3;3;3;1;3
43;2;4;1;5;1;1;1;1
31;1;4;1;3;1;1;1;1
32;1;4;1;4;1;2;1;1
28;2;4;1;3;1;3;1;1
35;1;4;1;3;2;1;1;1
37;1;4;1;1;2;1;1;2
43;1;5;1;4;3;1;1;2
27;1;5;1;2;3;2;2;2
35;1;4;1;4;4;4;1;3
32;2;4;1;3;4;2;1;1
32;1;4;1;1;1;1;1;1
35;1;4;1;2;2;2;2;2
24;1;5;1;4;1;3;1;2
38;1;3;1;4;1;2;1;2
30;1;4;1;2;1;2;1;2
24;2;4;1;3;3;3;1;3
39;2;4;1;1;1;1;1;1
33;1;5;1;2;1;1;2;2
38;1;4;1;1;1;1;1;1
49;1;4;1;1;1;1;1;1
45;1;4;1;2;1;1;1;1
49;2;4;1;1;3;1;2;1
32;2;3;1;2;3;4;1;3
38;2;3;1;3;4;4;1;4
35;1;4;1;3;4;1;1;1
38;1;4;1;3;4;4;3;2
24;1;4;1;3;5;2;1;5
51;1;4;1;3;2;1;3;1
46;2;4;1;3;4;1;3;1
44;2;4;1;1;1;1;1;1
49;2;4;1;3;3;2;2;2
44;1;4;1;1;1;1;1;1
38;1;4;1;1;2;2;1;1
50;1;4;1;4;2;1;3;3
31;2;4;1;1;3;3;1;1
27;1;4;0;3;3;3;1;1
34;2;2;0;1;5;5;1;3
41;1;4;1;3;4;1;1;3
34;2;4;1;2;1;1;1;1
45;1;4;1;2;3;1;1;1
34;2;4;1;1;1;1;1;1
25;1;4;1;3;1;2;1;1
38;2;4;1;2;1;5;5;1
45;1;4;1;5;1;1;1;1
33;1;4;1;1;1;1;1;1
29;1;2;1;3;1;4;1;3
55;2;4;1;5;1;1;4;1
49;2;4;1;2;4;1;3;2
41;1;1;1;1;2;1;1;1
26;2;4;1;1;2;2;1;2
41;2;4;1;3;1;1;1;1
41;2;3;0;3;3;3;1;3
44;1;4;1;3;1;1;1;1
39;1;4;1;3;4;1;1;4
46;2;4;1;2;1;1;1;1
47;1;4;1;1;1;1;1;1
32;1;4;1;2;1;1;1;1
37;2;4;1;5;2;1;1;1
35;1;4;1;3;1;1;1;2
35;2;1;1;3;2;1;1;1
36;1;4;1;2;1;1;1;2
47;1;4;1;3;1;1;1;3
36;1;3;1;1;3;4;1;3
25;1;4;1;2;1;1;1;1
36;2;4;1;1;4;1;1;1
27;2;5;1;2;2;2;2;2
49;1;3;1;2;3;1;2;1
39;1;4;1;3;4;1;3;4
28;2;3;1;3;2;2;1;2
27;2;3;1;4;3;2;1;1
33;1;4;1;3;5;4;2;2
50;2;4;1;1;1;1;1;1
26;2;4;1;3;3;3;1;2
33;1;5;1;2;1;2;1;1
36;1;3;0;4;3;3;1;2
42;2;6;1;3;1;1;1;1
30;2;3;1;2;5;2;1;2
36;1;4;1;2;1;1;1;2
38;2;2;1;1;2;2;1;2
32;2;4;1;3;2;1;1;2
40;2;1;1;2;2;1;1;1
39;1;4;1;3;1;4;1;5
42;2;4;0;2;3;1;1;1
53;2;2;0;2;3;1;2;2
27;2;1;0;4;3;3;1;2
40;2;5;0;1;5;4;2;3
42;1;3;1;2;1;1;1;1
39;2;1;1;2;1;1;1;2
40;1;9;1;1;1;1;1;1
30;2;2;1;1;4;4;2;4
43;1;3;1;2;1;1;1;2
36;1;3;1;1;3;1;1;1
47;2;2;1;5;1;1;1;1
49;2;2;0;2;5;2;1;2
53;2;3;0;4;2;2;2;2
32;1;3;0;1;1;1;1;3
34;1;2;1;3;4;4;2;3
35;2;2;0;4;1;1;1;1
34;1;2;1;3;2;1;1;1
27;2;4;0;2;3;3;2;4
48;1;3;1;2;1;1;1;3
30;2;2;1;1;1;2;1;4
27;2;1;0;3;3;3;1;3
28;1;2;1;2;1;3;1;1
44;2;1;1;3;2;2;1;2
32;1;2;1;3;2;1;1;3
33;2;1;1;5;3;1;1;1
32;2;5;0;2;1;1;1;1
43;1;5;1;3;3;1;1;1
34;1;3;1;2;4;1;1;1
25;2;3;1;2;3;2;1;3
36;1;5;1;1;4;3;1;4
35;1;3;1;2;5;4;1;3
43;2;2;0;4;2;1;1;1
40;2;1;0;3;1;3;2;3
35;2;3;1;2;5;5;5;4
39;2;3;1;3;3;3;2;2
39;1;3;1;2;1;1;1;1
32;1;4;1;4;4;1;1;1
50;1;2;1;4;2;2;2;2
25;1;3;1;1;1;1;1;1
30;1;3;1;1;5;4;1;1
39;2;2;0;1;3;1;1;1
51;1;4;1;1;1;1;1;1
43;1;3;1;2;2;1;1;1
25;1;4;0;2;3;2;1;1
29;2;3;0;3;3;2;2;3
35;2;2;0;1;1;1;1;1
51;1;3;1;3;2;3;3;1
36;1;3;1;2;4;5;3;4
39;2;3;0;1;2;1;1;1
37;2;2;1;1;2;3;1;1
39;1;3;1;3;1;1;1;1
46;2;4;1;1;4;1;1;1
32;2;2;0;1;1;1;1;1
40;2;4;1;3;5;1;1;2
39;1;3;1;3;3;1;1;1
43;1;4;1;1;1;1;1;1
41;1;3;1;3;4;3;1;4
25;1;3;1;3;4;3;1;3
35;2;4;0;4;2;5;4;2
55;1;3;1;4;3;1;1;2
20;2;2;1;3;4;4;1;1
54;1;2;1;4;1;1;2;1
33;1;3;1;3;1;1;1;2
47;2;5;1;3;1;2;1;2
51;1;4;1;4;1;1;3;1
34;1;2;0;2;2;1;1;1
49;1;4;1;2;3;2;4;1
36;1;5;1;3;1;2;1;2
41;1;3;1;4;3;4;3;3
27;1;4;1;3;2;2;1;2
42;1;1;1;2;3;3;2;5
47;2;2;1;1;3;2;2;1
27;2;3;1;2;1;2;1;1
37;1;3;1;5;5;5;1;5
49;1;4;1;3;1;1;1;1
26;2;2;1;2;3;2;1;2
26;2;3;1;2;1;4;1;1
43;2;4;1;5;1;1;1;1
28;2;5;1;1;4;2;1;1
58;2;4;0;5;3;3;4;1
39;2;4;0;1;1;1;1;1
49;1;4;0;1;1;1;1;1
27;1;4;1;2;2;2;2;2
48;2;4;0;5;1;1;2;5
42;2;4;0;2;2;2;1;1
47;2;2;1;3;1;1;1;1
30;1;3;1;3;2;3;1;1
30;2;5;0;3;2;2;1;1
30;1;5;1;1;3;2;1;1
47;1;9;0;3;1;1;1;1
33;1;3;1;2;1;4;1;2
33;1;3;1;2;1;1;1;4
32;2;2;1;1;2;1;1;2
27;1;3;1;4;3;2;1;1
35;2;2;1;2;1;1;1;4
43;2;2;1;4;3;1;1;1
42;1;3;1;4;3;2;2;1
32;2;2;1;1;3;1;1;1
38;1;2;1;5;1;1;1;1
32;1;4;1;4;5;5;3;3
38;2;3;1;3;2;1;1;1
46;1;3;1;2;3;1;1;4
24;1;3;1;2;3;2;1;1
30;1;2;1;1;3;3;1;1
35;1;2;1;3;4;3;1;5
42;1;3;1;2;1;1;1;1
40;1;3;1;3;3;4;1;4
36;1;3;1;4;4;3;1;1
36;2;3;1;4;3;2;1;1
31;2;2;1;1;1;1;1;1
23;1;5;1;4;2;3;1;4
33;1;6;1;3;1;1;1;3
37;1;3;1;1;1;1;3;1
29;2;5;1;3;2;2;1;1
32;1;4;1;3;3;4;1;5
23;1;8;0;4;4;2;1;3
34;1;2;1;5;3;3;2;1
39;1;3;1;4;1;1;1;1
31;2;3;1;2;4;1;1;2
26;1;2;1;1;3;2;1;2
34;2;2;1;1;2;1;1;2
36;1;3;1;1;1;1;1;1
56;1;3;1;2;4;1;3;1
38;1;2;1;1;4;1;1;3
34;1;2;1;2;4;1;1;2
56;1;3;1;5;1;1;1;1
26;1;3;1;3;3;3;1;1
27;1;5;1;3;1;2;1;1
28;1;3;1;3;3;2;1;1
51;1;3;1;4;2;1;2;3
40;2;2;1;4;1;1;1;1
29;1;3;1;4;1;2;1;1
37;1;3;0;3;1;1;1;2
30;1;4;0;3;4;2;1;3
39;2;4;1;1;4;3;1;1
41;2;2;1;3;1;1;1;1
37;2;3;1;2;3;2;1;1
23;2;3;0;3;3;3;1;3
38;2;2;1;1;2;3;1;3
50;1;2;1;2;4;1;3;1
29;2;4;1;2;1;2;1;1
50;1;2;1;4;3;1;2;1
24;1;5;1;4;3;2;1;2
30;1;2;1;2;1;3;2;1
32;1;4;1;4;4;3;1;3
24;2;2;1;1;3;2;1;3
26;2;2;1;2;1;3;1;2
41;2;3;1;2;1;1;1;2
35;1;3;1;1;1;1;1;1
38;1;4;1;1;5;1;1;1
40;1;4;1;2;3;1;1;1
36;2;4;1;1;4;1;1;1
48;2;2;1;2;4;4;1;1
41;1;4;1;4;4;1;2;2
45;2;3;0;1;1;1;1;1
40;2;3;1;2;3;1;1;2
30;1;4;1;3;2;2;1;2
37;2;3;1;2;1;3;1;3
48;1;3;1;5;1;1;1;1
31;1;3;1;1;1;1;1;1
41;1;3;1;3;1;2;1;2
36;2;3;1;5;2;1;1;3
33;2;3;1;1;3;1;1;1
54;1;6;3;5;1;1;1;1
45;1;5;0;2;2;3;2;3
44;2;3;1;2;3;1;1;1
41;1;3;1;2;1;1;1;1
37;1;2;1;3;1;1;1;1
33;2;2;1;1;3;3;1;3
60;1;4;1;1;1;1;1;1
46;1;2;1;3;1;1;2;3
41;1;2;1;5;5;4;3;5
33;2;2;1;1;1;1;1;1
43;2;2;1;2;1;1;1;1
42;1;3;1;2;3;3;1;3
42;1;5;1;3;1;3;1;3
49;1;2;1;2;1;1;2;1
55;1;4;1;5;1;1;2;4
37;2;4;1;4;1;1;1;4
30;2;4;1;2;3;3;1;1
32;1;3;1;3;2;3;1;1
50;1;4;1;5;1;1;1;1
37;1;2;1;5;3;3;1;3
32;1;4;1;1;1;1;1;4
63;1;4;1;4;1;1;4;1
32;1;2;1;1;1;1;1;1
20;1;2;1;3;3;2;1;1
40;1;3;1;2;2;1;1;2
58;2;2;1;5;4;1;3;4
43;2;3;1;2;1;1;1;1
45;2;3;1;3;1;2;1;1
31;1;2;1;1;1;1;1;2
35;1;2;1;4;4;2;1;1
30;1;2;1;3;3;3;1;1
26;1;5;1;3;1;2;1;3
38;1;4;1;3;2;2;1;2
34;1;4;1;2;2;1;1;1
33;1;2;1;1;1;1;1;1
46;2;3;1;4;1;1;1;1
36;1;4;1;1;3;1;1;1
27;1;3;1;2;3;3;1;1
48;1;4;1;3;3;4;4;1
28;1;3;1;3;2;3;1;1
43;1;3;1;4;1;1;2;3
37;1;4;1;3;1;5;1;4
38;1;4;1;5;5;5;1;4
29;2;2;1;3;4;5;2;5
40;1;5;0;3;2;1;2;2
39;1;4;1;5;5;5;5;5
42;1;3;1;3;1;2;1;3
48;2;3;1;3;2;3;1;1
36;1;5;1;1;1;1;1;1
30;1;3;1;3;1;2;1;1
38;2;4;1;3;3;1;1;3
38;1;3;1;3;4;2;1;3
29;1;2;1;4;4;5;3;3
37;2;3;1;3;2;1;1;1
30;1;3;1;1;3;2;1;1
42;2;4;1;3;4;1;1;3
41;1;3;1;4;4;4;1;3
30;1;3;1;3;4;3;1;1
40;1;2;1;3;2;1;1;1
29;1;5;1;2;1;2;1;3
26;1;2;1;1;2;2;2;3
38;1;2;1;3;5;1;2;5
31;1;3;1;3;1;1;1;4
47;1;3;1;1;1;3;1;1
49;1;3;1;2;2;1;1;1
31;1;3;1;2;2;1;1;1
52;1;2;1;5;3;1;2;1
24;1;7;1;2;1;2;1;1
41;1;3;1;3;2;1;1;1
34;2;2;1;4;2;2;1;2
39;2;3;1;2;1;1;1;2
22;2;2;1;4;3;3;1;3
39;1;2;1;1;1;1;1;3
44;1;4;1;3;1;1;1;1
59;1;3;1;4;1;1;1;4
33;1;3;1;3;1;1;1;1
41;1;2;1;4;1;1;1;1
34;1;2;1;2;2;1;1;3
52;1;2;1;4;2;2;5;2
36;1;3;1;1;1;1;1;1
32;1;3;1;3;5;5;3;4
26;1;3;1;3;3;2;1;1
45;1;3;1;5;1;2;2;2
45;2;2;1;3;3;1;2;4
38;1;3;1;2;2;1;1;1
31;1;3;1;3;4;1;1;3
25;2;3;1;2;5;5;1;1
34;1;3;1;3;2;3;1;5
